acorn_out1.png,"stem, cap, smooth, woody, poisonous, rough, pointy, natural, intact, scaly|acorn, squirrels, hard, pithy, green, brown, fairy hat, oak, tree"
sun_acegryoqftbzowsg.jpg,"bathtub, rug, sink, toilet, two windows, light switch, faucet, candles|soaking in a hot bath, brushing teeth, washing face, potty"
sun_acegryoqftbzowsg.jpg,"bath, tub, bathroom, basin, footmat, drawers, tap, window, wall, floor|washroom, bathroom, soak in the tub, relax, wash up, shower"
sun_acegryoqftbzowsg.jpg,"bathtub, carpet, drawer, window, light outside, diamond tile, wall, wainscoting|luxury, bath, steam, relaxing, naked, bubbles, enya, candles, darkness, private"
sun_acegryoqftbzowsg.jpg,"Wide, white bathtub, smooth tiled floor, wooden vanity with sink|Small family bathroom, hygiene, bath, brushing teeth, washing face and hands"
sun_acegryoqftbzowsg.jpg,"bathtub by two windows, toilet behind wall, vanity, tiled white floor|This is an unusual bathroom because there are no curtains or blinds by the tub, most of the bathroom looks clean but the rug on the floor looks matted"
sun_acegryoqftbzowsg.jpg,"bathtub, sink, toilet, rug, window, light switch, wood cabinet, tile|hot bath, brush teeth, scrubbing and cleaning, going to bathroom"
sun_acegryoqftbzowsg.jpg,"Bathtub, toilet, tile floor, soft bath rug, double windows, sparse walls, wooden cabinets, |Traditional designs, relaxing bath, cold floor, guest room, water, cleaning"
sun_acntykkclblgmzaq.jpg,"toilet seat, bowl, tile floor, sink, drain stopper, faucet, soap, mirror|clean, wash, urinate, defecate, waste, smell, janitor, sweat, gross, dirty"
sun_acntykkclblgmzaq.jpg,"toilet, sink, floor, mirror, walls, tiles, doorway, faucet, button, lid|bathroom, peeing, pooping, mornings, waking, silence, awkward, sleepy, public, scandal"
sun_acntykkclblgmzaq.jpg,"heater, toilet, sink, tile floor, mirror, towel, toilet brush, wall tile.|a hotel, Eastern European, not too cheap, not too expensive, remodeled with the help of Ikea."
sun_acntykkclblgmzaq.jpg,"Smooth, cool tiled floor, white porcelain toilet and sink, silver metal handles|Bathroom, restroom, shower, washing face, brushing teeth, urinating, flushing waste"
sun_acntykkclblgmzaq.jpg,"sink, toilet, water, soap, tile, faucet, cleaner, basin, towel, black and white|wash up, use the toilet, clean the bathroom, brush teeth"
sun_acntykkclblgmzaq.jpg,"bathroom, small toilet, white, medium sink, soap, mirror, tiles, towels, |updated clean bathroom with newer type sink and toilet fixtures"
sun_acntykkclblgmzaq.jpg,"white toilet, white sink, modern fixtures, push button flush, small tile|clean grout, contemporary, small toilet, small sink, functional, cramped, clean"
sun_acntykkclblgmzaq.jpg,"tile floor, free standing sink, toilet, shower, towel, mirror, light from window, shadows|clean bathroom, smooth tile floor, well lit, looks new, unused, easy to navigate"
sun_acntykkclblgmzaq.jpg,"toilet, floor, tile, wall, mirror, glass, metal, white, bathroom, surface|I wonder why this particularly room is designed in this manner."
sun_acntykkclblgmzaq.jpg,"bathroom, toilet, tub, sink, black and white, public, restroom, tile|I think of a well-kept public restroom at a fancy place."
sun_acntykkclblgmzaq.jpg,"closed white toilet, single sink, clean, bathroom, tile floor, mirror above sink|privacy, cleaning floors, scrubbing toilet, boring, needs decor, smell of bleach, towels"
sun_acntykkclblgmzaq.jpg,"toilet, pedestal sink, mirror, cup holder, towel warmer rack, tile|hotel bathroom, modern real estate ad, minimalist, sterile like a hospital"
sun_acntykkclblgmzaq.jpg,"toilet, sink, tile floor, white grout, toilet brush holder, towel rack|the bathroom looks very clean and modern, i would totally go in the room, it looks lovely"
sun_acrjbaqsglaoxven.jpg,"Sturdy upholstered chairs, thick warm rug, tall rock fireplace, picture tube television|Rustic, family oriented home, comfortable living room, middle class, earth tones"
sun_acrjbaqsglaoxven.jpg,"stone fireplace, large windows, chairs, rug, tv, art, plants, tall pine trees|what a lovely place!, it's not my style but i really love it"
sun_acrjbaqsglaoxven.jpg,"stone fireplace, console television, large recliners, rug, windows with shades, trees outside |warmth, fire burning, comfort, watching television, laying on the rug, safety from weather"
sun_acrjbaqsglaoxven.jpg,"fireplace, living room, windows, blinds, chairs, rug, television, book, stones|fire, relaxing, watching television, warmth, hot chocolate, winter cabin, taking a break"
sun_acrjbaqsglaoxven.jpg,"television, fireplace, window, carpet, rug, mantle, stone, chairs, table, picture|home, winter, comfort, relaxation, family, security, entertainment, warmth, togetherness, cozy"
sun_acrjbaqsglaoxven.jpg,"a stone fireplace in the living room, chairs facing the television|lighting a fire on a cold winter day, taking a nap in the chair while watching television."
sun_acrjbaqsglaoxven.jpg,"stone fireplace, thick rug, large windows, over stuffed chairs, television set, plants, |cozy chairs, fire in fireplace, glowing coals, warm, sunny windows, comfort, homey"
sun_acrjbaqsglaoxven.jpg,"fire place, wooden panel ceiling, comfortable chairs, shag rug, television, blinds|This reminds me of a rustic feeling lodge that has touches of luxury in it, it seems like a dated picture as the TV is old, the chairs are plush and comfortable enough that I want to sit in them."
sun_acrjbaqsglaoxven.jpg,"two chairs, fireplace, rug, tv, windows, mantle, glass, end table|warm and cozy, watching tv, reading a book, watch it snow"
sun_acrjbaqsglaoxven.jpg,"inside of house, stone fireplace, two chairs, tv in corner|nice house, pretty fireplace, comfortable seats, old television, good place to live"
sun_acrjbaqsglaoxven.jpg,"fireplace, brick, window, blinds, trees, glass, chair, rug, TV, table|I wonder what the best times anybody has had here are"
sun_acrjbaqsglaoxven.jpg,"fireplace, rug, chairs, television, windows, plant, stone, carpet, blinds, book|comfort, safety, dull, warm, light, living, family, foliage, fun, room"
sun_acrjbaqsglaoxven.jpg,"lots of stone, chairs, fireplace, windows, tv, mantle, plant, books|curling up with a fire watching tv, reading a book"
sun_adfoijwzcmcxweiq.jpg,"Long brown conference table, twelve upholstered chairs on wheels, wall to wall shelving|Big business meetings, conferences, men in suits, briefcases lying around, stale air"
sun_adfoijwzcmcxweiq.jpg,"table, chairs, bookcase, shelves, books, carpet, wall, wheels, paper, cord|meeting, office, co-workers, discussions, projects, planning, professionals, debates, organizations, company"
sun_adfoijwzcmcxweiq.jpg,"long rectangular table, twelve chairs on casters, bookshelves, conference room|boring meetings at work, shuffling papers, performance review, taking notes"
sun_adfoijwzcmcxweiq.jpg,"an empty meeting room, long table with twelve chairs, bookcases along the walls|sitting in a boring meeting listening to someone babble on about useless things"
sun_adfoijwzcmcxweiq.jpg,"A large wooden table, Many chairs, Tall book shelves, Books|An important office, A school, An office meeting, People in suits"
sun_adfoijwzcmcxweiq.jpg,"conference room, books, binders, chairs, large table, rolled up screen|chairs look comfy, slightly crowded, lots of information, good meeting place"
sun_adfoijwzcmcxweiq.jpg,"chair, floor, rug, book, shelf, indoor, items, wall, floor, office|I wonder what the meetings in this room are like"
sun_adfoijwzcmcxweiq.jpg,"RECTANGULAR TABLE, CUSHIONED CHAIR, LIBRARY, BOOKS, ROLLING CHAIR, OFFICE, BOOK RACKS.|SILENCE, SERENITY, DESERTED, MEETING, EXECUTIVES, READING,RESEARCH, BOARD OF DIRECTORS, LUXURIOUS."
sun_adfoijwzcmcxweiq.jpg,"many chairs, long table, shelves, projector screen, chairs have wheels|this looks like a meeting room for important meetings with important people"
sun_adfoijwzcmcxweiq.jpg,"office meeting room, attorney, padded chairs, book cases, documents, shiny wooden table|Meeting with your lawyer about your inheritance, making painful financial plans, giving a deposition"
sun_adfoijwzcmcxweiq.jpg,"table, rolling chairs, shelves, books, files, paperwork, projector screen, short carpeting, |Office building, work, meetings, ideas, corporations, employee input, stressful situations, workplace communication"
sun_adfoijwzcmcxweiq.jpg,"desk, carpet, chairs, rollers, binders, book cases, projector, papers, books|meetings, discussions, corporate, work, time, money, decisions, judgments, strong willed"
sun_adfoijwzcmcxweiq.jpg,"lots of binders, lots of chairs, big table, bookcases, lights|sitting in a boring meeting for hours, falling asleep, sterile"
sun_adwhvoekbdqbcfoo.jpg,"room, ceilings, tile, chairs, plants, lights, trash cans, desks, floors|airport, travel, sterile, clean, quiet, peaceful, doctor's office, sitting, waiting"
sun_adwhvoekbdqbcfoo.jpg,"airport terminal, vaulted ceiling, trail on floor, potted plant, pendant lights|waiting for flight, nervous, taking Dramamine, Terminal movie, TSA check"
sun_adwhvoekbdqbcfoo.jpg,"Huge spacious room, shiny marble floor, hanging lighting, big potted plant|Waiting area, public area, rollerblading potential, airport building, vacation gateway"
sun_adwhvoekbdqbcfoo.jpg,"business, floor mats, tree, counter, hallway, hanging lights, chairs, garbage can|sterile, interesting, brightly lit, modern, chair look uncomfortable, that tree is kinda big"
sun_adwhvoekbdqbcfoo.jpg,"lights, mats, chairs, plant, hallway, trashcan, desk, rafters, windows, sign|work, building, sterile, empty, lonely, closed, bright, sad, grey, alone"
sun_adwhvoekbdqbcfoo.jpg,"shiny floor, tree, lights, windows, frame, glass, pillar, hallway, table|malls, shopping, stores, fountains, food courts, busy people, commerce, waiting in line"
sun_adwhvoekbdqbcfoo.jpg,"modern architecture, vaulted ceiling with wooden beams, waiting area on left, patterns in the floor lead to a desk|This scene reminds me of a large doctor's office perhaps with many doctors serving a large number of patients, the room seems like a waiting room with conjoined chairs."
sun_adwhvoekbdqbcfoo.jpg,"chair, black and white, light, floor, shine, trash, wall, ceiling, table, room|cafeteria, break room, relax, tired, lunch, business, office, building, modern"
sun_adwhvoekbdqbcfoo.jpg,"HANGING LIGHTS, CEILING, FLOOR, PLANT, CHAIR, HALL,WINDOW, LARGE HOUSE, RECTANGLE.|CALM, LONELY, TRANQUIL, SPACIOUS, MEETING, SERENE,CLEAN, SHINY FLOOR, ,ELEGANT, RICH."
sun_adwhvoekbdqbcfoo.jpg,"huge room, multi colored tiles, lights, furniture, tree, windows, pictures|sterile looking, cold and uninviting, not lived in, nice floor"
sun_adwhvoekbdqbcfoo.jpg,"shiny floor, black mats, tall tree, hanging lights, timber on vaulted ceiling|looks like a new-aged church, or maybe a medical center"
sun_adwhvoekbdqbcfoo.jpg,"floor, gloss, reflection, lights, plant, ceiling, overhang, walls, room, indoors|I wonder what it would be like to live inside this place"
sun_adwhvoekbdqbcfoo.jpg,"tile, floor, plants, windows, glass, lights, chairs, plastic, metal, trash|business, corporate, impersonal, cold, indifferent, lonely, alienating, aloof, chilly, dry"
sun_adxjcopmxdwudyah.jpg,"Dining table, chairs, lamp, painting, cupboard, drawers, cabinets, cross, overhead lighting|Dining room, eating, family, dinner, lunch, breakfast, home, religion, fancy china"
sun_adxjcopmxdwudyah.jpg,"Large framed picture, carpeted floor, round dark wooden table, strong chairs with slats, tall cabinet|Small home, middle class family, cozy dining area, nick knack cabinet, glass windows"
sun_adxjcopmxdwudyah.jpg,"Table, Chair, Wood, Room, Lamp, Picture, Wall, Living room, Home|A living room, People eating dinner, People praying, People playing cards"
sun_adxjcopmxdwudyah.jpg,"wooden table, four chairs, lights, rug, door, hutch, cross ornament, white walls|homey room, dining, table for four, comfortable home, welcoming, well ordered"
sun_adxjcopmxdwudyah.jpg,"table, chair, light, pictures,, door, carpet, flooring, books,, outlet, wall covering|This is a table that I love to have dinner at with my friends"
sun_adxjcopmxdwudyah.jpg,"chandeleir, lights, cross, picture, table, chairs, wood floor, glass, shelves|american, dinner, eating, family, middle class, 19th century, wisconsin, amish"
sun_adxjcopmxdwudyah.jpg,"chair, table, lamp, light bulbs, paintings, decorations, shelves, counter top|dining room, old fashioned, ugly, out of date, uncomfortable, eating"
sun_adxjcopmxdwudyah.jpg,"wooden dinner table, wooden chairs, china cabinet, chandelier, dining room|family dinners, country breakfast, aroma of different foods from the kitchen"
sun_adxjcopmxdwudyah.jpg,"Room, black and white, lights, resting, picture frame, tall dresser|I think of my living room when I see this image."
sun_adxjcopmxdwudyah.jpg,"cross on the wall, handing with scenery, wooden chair and table|old school country home, family house, small town house, family"
sun_adxjcopmxdwudyah.jpg,"chandelier, light bulbs, china cabinet, art, chair, table, glass, doorway|this is certainly an old person's house, it looks really dated but clean"
sun_adxjcopmxdwudyah.jpg,"TABLE, CHAIR, TABLE LAMP, DOOR, CHANDELIER, CROSS, SHOW CASE, WALL HANGING.|DINNER, FOOD, CLASSIC, ANTIQUE, CHRIST, FAMILY DINING, NIGHT, RELAXATION, SERENITY."
sun_adxjcopmxdwudyah.jpg,"lights, chair, table, lamp, wall art, candle, metal, devices, rug, wall, floor|I wonder how much it would cost to buy this area"
sun_adyshsvtjaayqyqa.jpg,"Two twin beds, striped linens, small framed artwork, metal bed frames, sparse walls, |family, children, siblings, boredom, sharing bedtime stories, uncomfortable bedding, cold rooms without blankets"
sun_adyshsvtjaayqyqa.jpg,"twin beds, striped covers, pillows, swan design in metal, side table on right|Looks like a dated 1980s bedroom, they look like they are pretty old"
